,Name,Rating,Genre,Release Date,Runtime,Director,Url
202,Halo Legends,74.0,"Animation, War, Drama",02/16/2010,2h,Hiroshi Yamazaki,https://www.themoviedb.org/movie/573531
203,Harry Potter and the Prisoner of Azkaban,80,"Adventure, Fantasy",06/04/2004,2h 21m,Alfonso Cuarón,https://www.themoviedb.org/movie/673
204,The Maze Runner,72.0,"Action, Mystery, Science Fiction, Thriller",09/18/2014,1h 53m,Wes Ball,https://www.themoviedb.org/movie/198663
205,Undisputed III: Redemption,75.0,"Action, Thriller",05/22/2010,1h 36m,Isaac Florentine,https://www.themoviedb.org/movie/38234
206,Tom & Jerry,70,"Comedy, Family, Animation",02/26/2021,1h 41m,William Hanna,https://www.themoviedb.org/movie/587807
207,Boruto: Naruto the Movie,77.0,"Animation, Action, Comedy",08/07/2015,1h 35m,Masashi Kishimoto,https://www.themoviedb.org/movie/347201
208,Witch Hunt,71.0,"Fantasy, Horror, Thriller, Drama",10/01/2021,1h 32m,Elle Callahan,https://www.themoviedb.org/movie/670429
209,Crazy Fist,70,Action,05/06/2021,1h 37m,Qing Guo,https://www.themoviedb.org/movie/859041
210,Soul,82.0,"Animation, Comedy, Fantasy, Family",12/25/2020,1h 41m,Pete Docter,https://www.themoviedb.org/movie/508442
211,The Fallout,74.0,Drama,01/17/2022,1h 36m,Megan Park,https://www.themoviedb.org/movie/795514
212,An Egg Rescue,81.0,"Animation, Comedy",08/12/2021,1h 28m,Rodolfo Riva Palacio Alatriste,https://www.themoviedb.org/movie/573164
213,Coco,82.0,"Family, Animation, Fantasy, Music, Comedy, Adventure",11/24/2017,1h 45m,Lee Unkrich,https://www.themoviedb.org/movie/354912
214,Black Water: Abyss,52.0,"Horror, Thriller, Adventure, Mystery",08/07/2020,1h 38m,Andrew Traucki,https://www.themoviedb.org/movie/522444
215,Ice Age,73.0,"Animation, Comedy, Family, Adventure",05/03/2002,1h 21m,Michael J. Wilson,https://www.themoviedb.org/movie/425
216,Motherly,71.0,"Thriller, Horror",09/21/2021,1h 30m,Craig David Wallace,https://www.themoviedb.org/movie/768447
217,Ava,57.0,"Action, Crime, Drama, Thriller",09/25/2020,1h 36m,Tate Taylor,https://www.themoviedb.org/movie/539885
218,Encounter,65.0,"Adventure, Drama",12/03/2021,1h 48m,Michael Pearce,https://www.themoviedb.org/movie/728526
219,Monster Pets: A Hotel Transylvania Short,75.0,"Animation, Comedy, Fantasy",04/09/2021,6m,Jennifer Kluska,https://www.themoviedb.org/movie/813258
220,The SpongeBob Movie: Sponge on the Run,76.0,"Family, Animation, Fantasy, Adventure, Comedy",08/14/2020,1h 35m,Tim Hill,https://www.themoviedb.org/movie/400160
221,"Sex, Shame and Tears 2",39.0,"Comedy, Drama",02/04/2022,1h 58m,Alonso Iñiguez,https://www.themoviedb.org/movie/930701
222,Deadpool,76.0,"Action, Adventure, Comedy",02/12/2016,1h 48m,Rob Liefeld,https://www.themoviedb.org/movie/293660
223,Wonder Woman 1984,66.0,"Action, Adventure, Fantasy",12/25/2020,2h 31m,Patty Jenkins,https://www.themoviedb.org/movie/464052
224,Time Is Up,64.0,"Romance, Drama",09/09/2021,1h 48m,Elisa Amoruso,https://www.themoviedb.org/movie/763148
225,Dragon Ball Z: Battle of Gods,68.0,"Animation, Action, Science Fiction",03/30/2013,1h 25m,Akira Toriyama,https://www.themoviedb.org/movie/126963
226,Separation,58.0,"Horror, Drama",04/30/2021,1h 47m,William Brent Bell,https://www.themoviedb.org/movie/760195
227,The Pirates: The Last Royal Treasure,66.0,"Action, Adventure, Comedy, History",01/26/2022,2h 6m,Kim Joung-hoon,https://www.themoviedb.org/movie/591120
228,Pretty Guardian Sailor Moon Eternal The Movie Part 2,80,"Animation, Action, Adventure, Comedy, Drama, Fantasy, Romance",02/11/2021,1h 20m,Naoko Takeuchi,https://www.themoviedb.org/movie/784500
229,The Forever Purge,72.0,"Horror, Action, Thriller",07/02/2021,1h 43m,James DeMonaco,https://www.themoviedb.org/movie/602223
230,Jurassic Hunt,50,"Action, Science Fiction, Thriller",08/26/2021,1h 23m,Hank Braxtan,https://www.themoviedb.org/movie/848278
231,After Ever Happy,0,Romance,08/25/2022,1h 59m,Castille Landon,https://www.themoviedb.org/movie/744276
232,The Harder They Fall,67.0,Western,10/22/2021,2h 19m,Jeymes Samuel,https://www.themoviedb.org/movie/618162
233,Harry Potter and the Half-Blood Prince,77.0,"Adventure, Fantasy",07/07/2009,2h 33m,David Yates,https://www.themoviedb.org/movie/767
234,Along with the Gods: The Two Worlds,81.0,"Drama, Fantasy, Action",12/20/2017,2h 19m,Kim Yong-hwa,https://www.themoviedb.org/movie/397567
235,The Passion of the Christ,74.0,Drama,05/07/2004,2h 7m,Mel Gibson,https://www.themoviedb.org/movie/615
236,Spider-Man: Homecoming,74.0,"Action, Adventure, Science Fiction, Drama",07/07/2017,2h 13m,Jon Watts,https://www.themoviedb.org/movie/315635
237,Harry Potter and the Deathly Hallows: Part 2,81.0,"Fantasy, Adventure",07/07/2011,2h 10m,David Yates,https://www.themoviedb.org/movie/12445
238,The Marksman,70,"Action, Thriller, Crime, Adventure",01/15/2021,1h 48m,Robert Lorenz,https://www.themoviedb.org/movie/634528
239,Mutation on Mars,66.0,"Drama, Science Fiction",08/27/2021,,,https://www.themoviedb.org/movie/866408
240,Monster Family 2,70,"Animation, Family",01/13/2021,1h 43m,David Safier,https://www.themoviedb.org/movie/823609
241,Harry Potter and the Order of the Phoenix,77.0,"Adventure, Fantasy, Mystery",07/03/2007,2h 18m,David Yates,https://www.themoviedb.org/movie/675
242,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,82.0,"Animation, Comedy, Mystery, Family, Fantasy",09/14/2021,1h 12m,William Hanna,https://www.themoviedb.org/movie/843906
243,Boyka: Undisputed IV,70,"Action, Drama",08/01/2016,1h 27m,Isaac Florentine,https://www.themoviedb.org/movie/348893
244,Thor: Ragnarok,76.0,"Action, Adventure, Fantasy, Science Fiction",11/03/2017,2h 11m,Taika Waititi,https://www.themoviedb.org/movie/284053
245,Wild Indian,62.0,"Crime, Drama, Thriller",12/09/2021,1h 30m,Lyle Mitchell Corbine Jr.,https://www.themoviedb.org/movie/656991
246,Toy Story,80,"Animation, Adventure, Family, Comedy",11/22/1995,1h 21m,John Lasseter,https://www.themoviedb.org/movie/862
247,Sator,54.0,Horror,07/21/2019,1h 25m,Jordan Graham,https://www.themoviedb.org/movie/611651
248,Digimon Adventure: Last Evolution Kizuna,78.0,"Animation, Action, Thriller, Adventure, Fantasy",02/21/2020,1h 34m,Akiyoshi Hongo,https://www.themoviedb.org/movie/571265
249,Spider-Man: Far From Home,75.0,"Action, Adventure, Science Fiction",07/04/2019,2h 9m,Jon Watts,https://www.themoviedb.org/movie/429617
250,Shrek,77.0,"Animation, Comedy, Fantasy, Adventure, Family",05/18/2001,1h 30m,Andrew Adamson,https://www.themoviedb.org/movie/808
251,The Lion King,83.0,"Family, Animation, Drama",10/10/1994,1h 29m,Rob Minkoff,https://www.themoviedb.org/movie/8587
252,Heart Shot,53.0,"Romance, Crime",02/17/2022,19m,Marielle Woods,https://www.themoviedb.org/movie/929477
253,Wish Dragon,81.0,"Animation, Family, Comedy, Fantasy",01/15/2021,1h 39m,Chris Appelhans,https://www.themoviedb.org/movie/550205
254,Harry Potter and the Deathly Hallows: Part 1,78.0,"Adventure, Fantasy",11/19/2010,2h 26m,David Yates,https://www.themoviedb.org/movie/12444
255,Roald Dahl's The Witches,65.0,"Family, Fantasy, Adventure, Comedy, Horror",10/29/2020,1h 46m,Robert Zemeckis,https://www.themoviedb.org/movie/531219
256,"Monsters, Inc.",78.0,"Animation, Comedy, Family",11/01/2001,1h 32m,Steven Clay Hunter,https://www.themoviedb.org/movie/585
257,The Amazing Spider-Man 2,65.0,"Action, Adventure, Fantasy",05/02/2014,2h 22m,Roberto Orci,https://www.themoviedb.org/movie/102382
258,After,72.0,"Romance, Drama",04/12/2019,1h 46m,Jenny Gage,https://www.themoviedb.org/movie/537915
259,Ainbo: Spirit of the Amazon,70,"Adventure, Animation, Family, Fantasy",02/09/2021,1h 24m,Richard Claus,https://www.themoviedb.org/movie/588921
260,Narco Sub,66.0,"Action, Drama, Crime",01/22/2021,1h 33m,Shawn Welling,https://www.themoviedb.org/movie/706972
261,Phobias,53.0,"Horror, Thriller",02/28/2021,1h 25m,Joe Sill,https://www.themoviedb.org/movie/793967
262,Matando Cabos 2: La Máscara del Máscara,78.0,"Action, Comedy, Adventure",10/01/2021,1h 42m,Alejandro Lozano,https://www.themoviedb.org/movie/772436
263,Spirit Untamed,75.0,"Animation, Adventure, Family, Western",06/04/2021,1h 28m,Elaine Bogan,https://www.themoviedb.org/movie/637693
264,Charlie and the Chocolate Factory,70,"Adventure, Comedy, Family, Fantasy",09/01/2005,1h 55m,Roald Dahl,https://www.themoviedb.org/movie/118
265,Thor,68.0,"Adventure, Fantasy, Action",04/29/2011,1h 55m,Kenneth Branagh,https://www.themoviedb.org/movie/10195
266,Venom,68.0,"Science Fiction, Action",10/05/2018,1h 52m,Todd McFarlane,https://www.themoviedb.org/movie/335983
267,Laura y el misterio del asesino inesperado,68.0,"TV Movie, Mystery, Thriller, Comedy",01/13/2022,1h 30m,Pablo Guerrero,https://www.themoviedb.org/movie/922885
268,Rurouni Kenshin: The Beginning,78.0,"Action, Adventure, Drama",06/04/2021,2h 18m,Keishi Ōtomo,https://www.themoviedb.org/movie/672322
269,Shrek 2,72.0,"Animation, Family, Comedy, Fantasy, Adventure",08/20/2004,1h 33m,Andrew Adamson,https://www.themoviedb.org/movie/809
270,Rescued by Ruby,72.0,"Family, Drama",03/17/2022,1h 33m,Katt Shea,https://www.themoviedb.org/movie/921655
271,The Haunting of Helena,56.0,"Horror, Thriller",06/21/2013,1h 27m,Christian Bisceglia,https://www.themoviedb.org/movie/159211
272,Avengers: Age of Ultron,73.0,"Action, Adventure, Science Fiction",04/24/2015,2h 21m,Joss Whedon,https://www.themoviedb.org/movie/99861
273,"Yes, No, or Maybe Half?",69.0,"Animation, Drama, Romance",12/11/2020,53m,Masahiro Takata,https://www.themoviedb.org/movie/719088
274,My Hero Academia: Two Heroes,80,"Animation, Action, Adventure, Fantasy",08/03/2018,1h 36m,Kohei Horikoshi,https://www.themoviedb.org/movie/505262
275,Legion,58.0,"Horror, Action, Fantasy",01/22/2010,1h 40m,Scott Stewart,https://www.themoviedb.org/movie/22894
276,Last Night in Soho,75.0,"Thriller, Horror, Mystery",11/12/2021,1h 57m,Edgar Wright,https://www.themoviedb.org/movie/576845
277,The Fate of the Furious,69.0,"Action, Crime, Thriller",04/13/2017,2h 16m,Gary Scott Thompson,https://www.themoviedb.org/movie/337339
278,The Royal Treatment,68.0,"Romance, Comedy",01/20/2022,1h 36m,Rick Jacobson,https://www.themoviedb.org/movie/790142
279,Pokémon Detective Pikachu,70,"Action, Adventure, Fantasy",05/10/2019,1h 45m,Rob Letterman,https://www.themoviedb.org/movie/447404
280,Redemption Day,62.0,Action,01/08/2021,1h 40m,Hicham Hajji,https://www.themoviedb.org/movie/767304
281,"The Simpsons: The Good, the Bart, and the Loki",75.0,"Animation, Comedy, Family",07/07/2021,6m,David Silverman,https://www.themoviedb.org/movie/846214
282,Carriers,61.0,"Action, Drama, Horror, Science Fiction, Thriller",09/04/2009,1h 24m,David Pastor,https://www.themoviedb.org/movie/25769
283,Fantastic Beasts: A Natural History,66.0,Documentary,04/07/2022,58m,Chris Chapman,https://www.themoviedb.org/movie/662244
284,Fury,75.0,"War, Drama, Action",10/31/2014,2h 15m,David Ayer,https://www.themoviedb.org/movie/228150
285,The Twilight Saga: Eclipse,62.0,"Adventure, Fantasy, Drama, Romance",06/23/2010,2h 4m,David Slade,https://www.themoviedb.org/movie/24021
286,Thor: Love and Thunder,0,"Adventure, Fantasy, Comedy",07/08/2022,,Taika Waititi,https://www.themoviedb.org/movie/616037
287,Project X,68.0,Comedy,03/02/2012,1h 28m,Michael Bacall,https://www.themoviedb.org/movie/57214
288,The Wolf of Wall Street,80,"Crime, Drama, Comedy",12/25/2013,3h,Martin Scorsese,https://www.themoviedb.org/movie/106646
289,Mulan,70,"Adventure, Fantasy, Drama",09/04/2020,1h 55m,Niki Caro,https://www.themoviedb.org/movie/337401
290,Major Grom: Plague Doctor,68.0,"Action, Adventure",04/01/2021,2h 16m,Oleg Trofim,https://www.themoviedb.org/movie/529106
291,Vanguard,63.0,"Action, Adventure, Crime",09/30/2020,1h 47m,Stanley Tong,https://www.themoviedb.org/movie/604822
292,Last Shoot Out,64.0,"Western, Action, Thriller",12/03/2021,1h 26m,Michael Feifer,https://www.themoviedb.org/movie/887767
293,Tom Clancy's Without Remorse,71.0,"Action, Thriller",04/29/2021,1h 49m,Stefano Sollima,https://www.themoviedb.org/movie/567189
294,Big Hero 6,78.0,"Adventure, Family, Animation, Action, Comedy",11/07/2014,1h 42m,Robert L. Baird,https://www.themoviedb.org/movie/177572
295,Percy Jackson & the Olympians: The Lightning Thief,62.0,"Adventure, Fantasy, Family",02/11/2010,1h 58m,Chris Columbus,https://www.themoviedb.org/movie/32657
296,It Chapter Two,69.0,"Horror, Fantasy",09/06/2019,2h 49m,Andy Muschietti,https://www.themoviedb.org/movie/474350
297,Home Sweet Home Alone,51.0,"Family, Comedy",11/12/2021,1h 33m,Streeter Seidell,https://www.themoviedb.org/movie/654974
298,LOL Surprise: The Movie,69.0,"Animation, Family",10/08/2021,47m,Alex Kamb,https://www.themoviedb.org/movie/882206
299,House of Gucci,67.0,"Drama, Crime, Thriller",11/24/2021,2h 38m,Becky Johnston,https://www.themoviedb.org/movie/644495
300,Sweet Girl,68.0,Action,08/18/2021,1h 50m,Brian Andrew Mendoza,https://www.themoviedb.org/movie/619297
301,The Help,82.0,Drama,11/25/2011,2h 26m,Tate Taylor,https://www.themoviedb.org/movie/50014
302,Spider-Man: Into the Spider-Verse,84.0,"Action, Adventure, Animation, Science Fiction",12/14/2018,1h 57m,Rodney Rothman,https://www.themoviedb.org/movie/324857
303,Ratatouille,78.0,"Animation, Comedy, Family, Fantasy",06/29/2007,1h 51m,Brad Bird,https://www.themoviedb.org/movie/2062
304,The Hangover,73.0,Comedy,06/05/2009,1h 40m,Todd Phillips,https://www.themoviedb.org/movie/18785
305,Seobok: Project Clone,75.0,"Science Fiction, Action",04/15/2021,1h 54m,Lee Yong-ju,https://www.themoviedb.org/movie/586047
306,El bucle de Latham,47.0,"Drama, Mystery",03/01/2022,,Raúl Arteaga,https://www.themoviedb.org/movie/945697
307,Iron Man 2,68.0,"Adventure, Action, Science Fiction",05/07/2010,2h 4m,Jon Favreau,https://www.themoviedb.org/movie/10138
308,Oculus,64.0,Horror,04/10/2014,1h 44m,Mike Flanagan,https://www.themoviedb.org/movie/157547
309,A Silent Voice: The Movie,84.0,"Animation, Drama, Romance",09/17/2016,2h 10m,Naoko Yamada,https://www.themoviedb.org/movie/378064
310,Peter Rabbit 2: The Runaway,73.0,"Family, Comedy, Adventure, Animation, Fantasy",06/18/2021,1h 33m,Will Gluck,https://www.themoviedb.org/movie/522478
311,Descendants: The Royal Wedding,70,"TV Movie, Animation, Comedy, Family, Drama",08/13/2021,22m,Salvador Simó,https://www.themoviedb.org/movie/805411
312,Vicky and Her Mystery,72.0,"Adventure, Family, Drama",12/15/2021,1h 24m,Denis Imbert,https://www.themoviedb.org/movie/754067
313,Dragon Ball Z: Broly – The Legendary Super Saiyan,72.0,"Animation, Science Fiction, Action",03/06/1993,1h 10m,Takao Koyama,https://www.themoviedb.org/movie/34433
314,Halo: Landfall,59.0,"Action, Science Fiction, War",10/26/2007,7m,Neill Blomkamp,https://www.themoviedb.org/movie/394394
315,Windfall,53.0,"Crime, Drama, Thriller",03/18/2022,1h 32m,Charlie McDowell,https://www.themoviedb.org/movie/850018
316,KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson,84.0,"Animation, Adventure, Comedy, Fantasy",08/30/2019,1h 30m,Takaomi Kanasaki,https://www.themoviedb.org/movie/532067
317,Goblin Slayer: Goblin's Crown,76.0,"Animation, Adventure, Action, Fantasy",02/01/2020,1h 25m,Takaharu Ozaki,https://www.themoviedb.org/movie/631132
318,Snoopy Presents: For Auld Lang Syne,74.0,"Animation, Family",12/09/2021,39m,Clay Kaytis,https://www.themoviedb.org/movie/881211
319,Pokémon: Mewtwo Strikes Back - Evolution,67.0,"Animation, Adventure, Fantasy, Action, Family",07/12/2019,1h 38m,Kunihiko Yuyama,https://www.themoviedb.org/movie/571891
320,Taken 3,62.0,"Thriller, Action",01/08/2015,1h 49m,Luc Besson,https://www.themoviedb.org/movie/260346
321,Don't Look Up,72.0,"Comedy, Drama, Science Fiction",12/08/2021,2h 18m,Adam McKay,https://www.themoviedb.org/movie/646380
322,Weathering with You,81.0,"Animation, Drama, Fantasy, Romance",07/19/2019,1h 52m,Makoto Shinkai,https://www.themoviedb.org/movie/568160
323,Frozen II,73.0,"Family, Animation, Adventure, Comedy, Fantasy",11/22/2019,1h 43m,Jennifer Lee,https://www.themoviedb.org/movie/330457
324,Gunpowder Milkshake,64.0,"Action, Crime, Thriller",07/14/2021,1h 54m,Navot Papushado,https://www.themoviedb.org/movie/574060
325,Vacation Friends,72.0,Comedy,08/27/2021,1h 43m,Clay Tarver,https://www.themoviedb.org/movie/653349
326,Swim,72.0,"Horror, Action",08/13/2021,1h 27m,Jared Cohn,https://www.themoviedb.org/movie/861057
327,Harry Potter 20th Anniversary: Return to Hogwarts,79.0,Documentary,01/01/2022,1h 43m,Joe Pearlman,https://www.themoviedb.org/movie/899082
328,Toy Story 2,76.0,"Animation, Comedy, Family",11/24/1999,1h 32m,John Lasseter,https://www.themoviedb.org/movie/863
329,Catwoman: Hunted,60,"Animation, Action, Crime",02/08/2022,1h 18m,Shinsuke Terasawa,https://www.themoviedb.org/movie/862491
330,Cuidado con lo que deseas,46.0,"Family, Fantasy, Comedy",11/12/2021,,Fernando Colomo,https://www.themoviedb.org/movie/893164
331,The Exorcism of Carmen Farias,62.0,Horror,05/05/2021,1h 33m,Rodrigo Fiallega,https://www.themoviedb.org/movie/675024
332,The Conjuring,75.0,"Horror, Thriller",08/02/2013,1h 52m,James Wan,https://www.themoviedb.org/movie/138843
333,Army of the Dead,63.0,"Action, Crime, Horror, Thriller",05/14/2021,2h 28m,Zack Snyder,https://www.themoviedb.org/movie/503736
334,Teen Titans Go! See Space Jam,68.0,"Animation, Action, Adventure, Comedy, Family, Fantasy, Science Fiction",07/27/2021,1h 20m,Peter Rida Michail,https://www.themoviedb.org/movie/834404
335,Fast & Furious Presents: Hobbs & Shaw,69.0,"Action, Adventure, Comedy",08/02/2019,2h 17m,Chris Morgan,https://www.themoviedb.org/movie/384018
336,Spider-Man,72.0,"Fantasy, Action",05/24/2002,2h 1m,Sam Raimi,https://www.themoviedb.org/movie/557
337,Home Team,68.0,"Family, Comedy",01/28/2022,1h 35m,Daniel Kinnane,https://www.themoviedb.org/movie/817648
338,Hilda and the Mountain King,76.0,"Animation, Adventure, Fantasy, Family, TV Movie",12/30/2021,1h 24m,Andy Coyle,https://www.themoviedb.org/movie/789708
339,Ashfall,66.0,"Action, Adventure, Thriller",12/19/2019,2h 8m,Kim Byung-seo,https://www.themoviedb.org/movie/581387
340,Mickey and Minnie Wish Upon a Christmas,70,Animation,12/24/2021,47m,Broni Likomanov,https://www.themoviedb.org/movie/864390
341,Love Tactics,68.0,"Romance, Comedy",02/11/2022,1h 37m,Emre Kabakuşak,https://www.themoviedb.org/movie/927855
342,Zone 414,54.0,"Science Fiction, Thriller, Mystery",09/03/2021,1h 38m,Andrew Baird,https://www.themoviedb.org/movie/675319
343,Nobody,82.0,"Action, Crime, Thriller",08/27/2021,1h 32m,Ilya Naishuller,https://www.themoviedb.org/movie/615457
344,Ted 2,63.0,Comedy,06/26/2015,1h 55m,Seth MacFarlane,https://www.themoviedb.org/movie/214756
345,Deadpool 2,75.0,"Action, Comedy, Adventure",05/18/2018,1h 59m,Rob Liefeld,https://www.themoviedb.org/movie/383498
346,El amarre,71.0,Horror,10/21/2021,1h 17m,Carlos Quintanilla Sakar,https://www.themoviedb.org/movie/676840
347,Monica and Friends: Lessons,83.0,"Family, Drama, Comedy",12/30/2021,1h 37m,Mauricio de Sousa,https://www.themoviedb.org/movie/662745
348,"Barbie: Big City, Big Dreams",71.0,"Animation, Music, Family",08/20/2021,1h 2m,Scott Pleydell-Pearce,https://www.themoviedb.org/movie/850818
349,Incredibles 2,75.0,"Action, Adventure, Animation, Family",06/22/2018,1h 58m,Brad Bird,https://www.themoviedb.org/movie/260513
